id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria
4642,curso,educación y capacitación,capacitación,masaje infantil,presencial,10.0
4643,curso,comunicación y artes gráficas,fotografía,fotografía de retrato y de producto,presencial,16.0
4644,curso,mecánica industrial y minería,soldadura,unión de pieszas metálicas utilizando soldadura smaw tig mig,presencial,40.0
4645,curso,forestal ecología y medio ambiente,tratamiento de residuos,gestión integral de residuos sólidos urbanos,presencial,16.0
4646,curso,administración y legislación,administración contable y de costos,estadística básica con aplicación excel,presencial,16.0
4647,curso,comunicación y artes gráficas,medios audiovisuales,producción audiovisual,presencial,16.0
4648,curso,construcción e infraestructura,tecnología de la construcción,optimización de energía en edificaciones,presencial,16.0
4649,curso,educación y capacitación,metodología y técnica de aprendizaje,estimulación temprana a niños/as con necesidades educativas especiales(discapacidades múltiples),presencial,40.0
4650,curso,servicios socioculturales y a la comunidad,salud y medicina,introducción a los cuidados paliativos enfocados al paciente y la familia,presencial,20.0
4651,curso,electricidad y electrónica,electrónica industrial,manejo de sistemas de control industrial y arranque de motores monofásicos y trifásicos,presencial,20.0
4652,curso,electricidad y electrónica,electrónica industrial,programación básica de microcontroladores atmega,presencial,16.0
4653,curso,mecánica industrial y minería,soldadura,unión de piezas metálicas utilizando soldadura smaw tig mig,presencial,40.0
4654,curso,tecnologías de la información y comunicación,software especializado,autocad 2d - 3d,presencial,40.0
4655,curso,tecnologías de la información y comunicación,software especializado,diseño en solidworks,presencial,40.0
4656,curso,tecnologías de la información y comunicación,transmisión emisión y recepción de información,"tic,s en la educación",presencial,16.0
4657,curso,administración y legislación,administración contable y de costos,tributación básica,presencial,40.0
4658,curso,administración y legislación,legislación,legislación laboral enfocada a las pymes,presencial,40.0
4659,curso,zootecnica,sanidad pecuaria,sanidad animal,presencial,40.0
4660,curso,educación y capacitación,capacitación,metodología de la investigación científica,presencial,40.0
4661,curso,finanzas comercio y ventas,riesgo financiero,finanzas para no financieros,presencial,40.0
4662,curso,administración y legislación,administración contable y de costos,costos de producción para pequeños productores,presencial,40.0
4663,curso,zootecnica,ganadería menor,buenas prácticas avícolas,presencial,40.0
4664,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,elaboración de vinos,presencial,40.0
4665,curso,procesos industriales,industria química,elaboración de sustancias y productos químicos,presencial,40.0
4666,curso,tecnologías de la información y comunicación,programas de escritorio,uso de tics orientado al área de educación,online,40.0
4667,curso,administración y legislación,gestión de la calidad,metrología y cálculo de incertidumbre,presencial,16.0
4668,curso,administración y legislación,gestión de la calidad,buenas prácticas de laboratorio,presencial,8.0
4669,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas de manufactura en la industria de alimentos,presencial,8.0
4670,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,presencial,120.0
4671,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencias y autoprotección,presencial,16.0
4672,curso,procesos industriales,prácticas de manufactura,"buenas prácticas de almacenamiento, transporte y distribución para productos farmacéuticos",presencial,16.0
4673,curso,administración y legislación,gestión de la calidad,acciones correctivas y preventivas,presencial,8.0
4674,curso,artes y artesanía,peluquería y belleza barbería y estilismo,maquillaje profesional,presencial,120.0
4675,curso,artes y artesanía,peluquería y belleza barbería y estilismo,maquillaje social,presencial,12.0
4676,curso,artes y artesanía,peluquería y belleza barbería y estilismo,microblanding y microshading,presencial,16.0
4677,curso,artes y artesanía,peluquería y belleza barbería y estilismo,dermopigmentación,presencial,14.0
4678,curso,artes y artesanía,peluquería y belleza barbería y estilismo,barbería básica,presencial,30.0
4679,curso,artes y artesanía,peluquería y belleza barbería y estilismo,barbería avanzada,presencial,40.0
4680,curso,artes y artesanía,peluquería y belleza barbería y estilismo,técnicas avanzadas de uñas,presencial,30.0
4681,curso,artes y artesanía,peluquería y belleza barbería y estilismo,fx - efectos especiales,presencial,20.0
4682,curso,artes y artesanía,peluquería y belleza barbería y estilismo,colorimetría capilar avanzada,presencial,40.0
4683,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios en la atención primaria,presencial,40.0
4684,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios en la atención primaria,presencial,40.0
4685,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,presencial,180.0
4686,curso,administración y legislación,administración general,planificación estratégica,presencial,30.0
4687,curso,forestal ecología y medio ambiente,manejo y conservación de recursos naturales,agroecología,presencial,20.0
4688,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,presencial,180.0
4689,curso,educación y capacitación,idiomas,nivel intermedios b1 - inglés,presencial,360.0
4690,curso,educación y capacitación,capacitación,nivel intermedios b2 - inglés,presencial,260.0
4691,curso,administración y legislación,administración general,emprendimiento microempresarial,presencial,12.0
4692,curso,administración y legislación,atención y servicios de oficina,fortalecimiento a organizaciones sociales y comunitarias,presencial,20.0
4693,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,presencial,10.0
4694,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de comunicación,presencial,10.0
4695,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,10.0
4696,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,10.0
4697,curso,forestal ecología y medio ambiente,combate de incendios forestal,combate de incendios forestales,presencial,30.0
4698,curso,finanzas comercio y ventas,presupuestos y flujo de caja,entrenamiento de cajeros comercial y bancario,presencial,10.0
4699,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,presencial,30.0
4700,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,presencial,20.0
4701,curso,servicios socioculturales y a la comunidad,salud y medicina,inspección técnica de prevención y protección contra incendios,presencial,50.0
4702,curso,administración y legislación,gestión del talento humano,"motivación, trabajo en equipo y liderazgo",presencial,10.0
4703,curso,servicios socioculturales y a la comunidad,salud y medicina,operaciones avanzadas contra incendios,presencial,40.0
4704,curso,servicios socioculturales y a la comunidad,salud y medicina,operaciones avanzadas de búsqueda y rescate en estructuras colapsadas,presencial,64.0
4705,curso,servicios socioculturales y a la comunidad,salud y medicina,"operaciones avanzadas de búsqueda, rescate vertical y en zonas agrestes",presencial,40.0
4706,curso,servicios socioculturales y a la comunidad,salud y medicina,operaciones básicas de rescate en estructuras colapsadas,presencial,24.0
4707,curso,servicios socioculturales y a la comunidad,salud y medicina,operaciones básicas en emergencias con materiales peligrosos,presencial,24.0
4708,curso,servicios socioculturales y a la comunidad,salud y medicina,operaciones de adiestramiento canino para la búsqueda y rescate en emergencias o desastres,presencial,40.0
4709,curso,servicios socioculturales y a la comunidad,salud y medicina,operaciones de rescate vehicular,presencial,48.0
