id_curso,curso,area,especialidad,modalidad,carga_horaria,costo
6272,excel avanzado: funciones y manipulación de datos,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,222.39999999999998
6276,gestión interna de los residuos y desechos generados en los establecimientos de salud,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
6277,prevención de riesgos laborales para microempresas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
6278,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6282,curso básico de comunicación en inglés nivel a2,educación y capacitación,idiomas,desconocida,32,
6283,comunicación elemental en inglés - nivel a2,educación y capacitación,idiomas,desconocida,40,
6286,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6287,prevención de riesgos laborales en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6288,asistencia en la gestión del talento humano,administración y legislación,gestión del talento humano,desconocida,16,
6292,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6293,prevención de riesgos laborales en establecimientos de salud,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6298,manejo de la plataforma suia,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
6299,fiscalización ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
6302,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
6303,ingles a2.1,educación y capacitación,idiomas,desconocida,40,
6308,esencial mantenimiento y reparación de computadoras,tecnologías de la información y comunicación,hardware y equipos,desconocida,40,386.8
6309,primeros auxilios.,educación y capacitación,capacitación,desconocida,16,
6310,primeros auxilios estàndares con rcp y dea,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6318,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6319,brigadas de primera respuesta,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
6320,trabajo seguro en altura,educación y capacitación,capacitación,desconocida,16,
6321,visualización arquitectónica y modelado 3d aplicando en sketchup y vray,construcción e infraestructura,arquitectura y urbanismo,desconocida,24,
6322,diseño de instalaciones hidrosanitarias en edificios,construcción e infraestructura,instalaciones sanitarias,desconocida,24,
6326,manejo de la plataforma suia,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
6327,proteccion ambiental minera,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
6331,prevención de riesgos laborales en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6332,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6337,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
6338,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
6339,gestión del riesgo de crédito en entidades del sistema financiero,finanzas comercio y ventas,riesgo financiero,desconocida,16,
6340,elaboración del manual y matriz de riesgo para la prevención de lavado de activos,administración y legislación,legislación,desconocida,16,
6341,auditoría de cumplimiento sobre las normas de prevención de lavado de activos,administración y legislación,legislación,desconocida,16,
6342,fundamentos de administración integral de riesgos en el sistema financiero,finanzas comercio y ventas,riesgo financiero,desconocida,8,
6343,normas de prevención de lavado de activos y la debida diligencia,administración y legislación,legislación,desconocida,8,
6344,el sistema de prevención de riesgos de lavado de activos y financiamento de delitos,finanzas comercio y ventas,riesgo financiero,desconocida,16,
6348,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
6349,curso básico de comunicación en inglés nivel a2,educación y capacitación,idiomas,desconocida,32,
6371,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
6372,comunicación elemental en inglés - nivel a2,educación y capacitación,idiomas,desconocida,40,
6389,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6392,excel avanzado y tablas dinámicas,educación y capacitación,capacitación,desconocida,32,
6393,compras públicas transparentes - reformas en materia anticorrupción,administración y legislación,administración general,desconocida,32,
6401,desarrollo de proyectos para emprendedores,administración y legislación,administración general,desconocida,40,
6402,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
6403,atención inicial al trauma civil,educación y capacitación,capacitación,desconocida,40,
6404,acoso laboral / mobbing laboral,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6405,curso básico de la competencia lingüística del inglés nivel b2,educación y capacitación,idiomas,desconocida,24,
6406,economía circular,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
6407,"asistencia en contabilidad, control tributario y nomina",administración y legislación,administración contable y de costos,desconocida,32,
6408,formación elemental para auxiliares de farmacia,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6409,asistencia en la gestión del talento humano,administración y legislación,gestión del talento humano,desconocida,16,
6410,diseño de sistemas de puesta a tierra para sistemas eléctricos,electricidad y electrónica,redes eléctricas,desconocida,24,
6411,gestión de nómina y prestaciones laborales,administración y legislación,gestión del talento humano,desconocida,24,
6412,administración de la nómina de empleados,administración y legislación,gestión del talento humano,desconocida,16,
6415,creación de páginas web profesionales con wordpress desde cero,tecnologías de la información y comunicación,lenguaje de programación,desconocida,24,232.07999999999998
6416,prevención de riesgos de trabajos en caliente y soldadura,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6417,manejo defensivo y seguridad vial iso 39001 para petroleros y no petroleros,transporte y logística,conducción de vehículos terrestres,desconocida,24,
6418,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6419,soporte vital básico y primeros auxilios,servicios socioculturales y a la comunidad,salud y medicina,desconocida,8,
6420,legislación ambiental y auditorías ambientales en la industria,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
6421,formación en consultoría ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
6426,control de la administración pública,administración y legislación,administración general,desconocida,24,
6427,"administración de la economía, popular y solidaria",administración y legislación,administración general,desconocida,24,
6428,prevención de riesgos laborales en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6429,prevención de riesgos de trabajos en caliente y soldadura,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
