id_curso,area,especialidad,curso,modalidad,carga_horaria,costo
2570,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2571,administración y legislación,administración contable y de costos,anexos y devoluciones tributarias,desconocida,8.0,
2572,administración y legislación,gestión del talento humano,asistencia en la gestión del talento humano,desconocida,16.0,
2573,finanzas comercio y ventas,marketing y ventas,emprendimiento y liderazgo personal,desconocida,40.0,
2574,finanzas comercio y ventas,marketing y ventas,coaching para equipos comerciales,desconocida,8.0,
2575,finanzas comercio y ventas,presupuestos y flujo de caja,operación de caja bancaria,desconocida,32.0,
2576,finanzas comercio y ventas,presupuestos y flujo de caja,formación de cajeros bancarios,desconocida,40.0,
2577,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2578,procesos industriales,seguridad prevención de riesgos e higiene industrial,indicadores del sistema de gestión de la seguridad y salud en el trabajo,desconocida,40.0,
2579,procesos industriales,seguridad prevención de riesgos e higiene industrial,investigación de incendios,desconocida,16.0,
2580,procesos industriales,seguridad prevención de riesgos e higiene industrial,reentrenamiento técnico para bomberos,desconocida,40.0,
2581,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,valoración de maquinaria mecánica,desconocida,40.0,
2582,procesos industriales,seguridad prevención de riesgos e higiene industrial,actividades de vigilancia y seguridad privada,desconocida,40.0,
2583,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2584,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2585,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
2586,finanzas comercio y ventas,crédito y cobranzas,neurocobranzas y técnicas de recuperación de cartera,desconocida,24.0,
2587,finanzas comercio y ventas,crédito y cobranzas,análisis de crédito y gestión de cobranzas,desconocida,24.0,
2588,tecnologías de la información y comunicación,programas de escritorio,excel avanzado: funciones y manipulación de datos,desconocida,40.0,148.4
2589,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión interna de los residuos y desechos generados en los establecimientos de salud,desconocida,8.0,
2590,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales para microempresas,desconocida,8.0,
2591,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2592,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a2,desconocida,32.0,
2593,educación y capacitación,idiomas,comunicación elemental en inglés - nivel a2,desconocida,40.0,
2594,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
2595,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en trabajo de alturas,desconocida,40.0,
2596,administración y legislación,gestión del talento humano,asistencia en la gestión del talento humano,desconocida,16.0,
2597,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2598,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en establecimientos de salud,desconocida,16.0,
2599,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
2600,forestal ecología y medio ambiente,gestión e impacto ambiental,fiscalización ambiental,desconocida,40.0,
2601,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
2602,educación y capacitación,idiomas,ingles a2.1,desconocida,40.0,
2603,tecnologías de la información y comunicación,hardware y equipos,esencial mantenimiento y reparación de computadoras,desconocida,40.0,124.80000000000001
2604,educación y capacitación,capacitación,primeros auxilios.,desconocida,16.0,
2605,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios estàndares con rcp y dea,desconocida,40.0,
2606,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
2607,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primera respuesta,desconocida,24.0,
2608,educación y capacitación,capacitación,trabajo seguro en altura,desconocida,16.0,
2609,construcción e infraestructura,arquitectura y urbanismo,visualización arquitectónica y modelado 3d aplicando en sketchup y vray,desconocida,24.0,
2610,construcción e infraestructura,instalaciones sanitarias,diseño de instalaciones hidrosanitarias en edificios,desconocida,24.0,
2611,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
2612,forestal ecología y medio ambiente,gestión e impacto ambiental,proteccion ambiental minera,desconocida,40.0,
2613,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en trabajo de alturas,desconocida,40.0,
2614,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2615,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
2616,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2617,finanzas comercio y ventas,riesgo financiero,gestión del riesgo de crédito en entidades del sistema financiero,desconocida,16.0,
2618,administración y legislación,legislación,elaboración del manual y matriz de riesgo para la prevención de lavado de activos,desconocida,16.0,
2619,administración y legislación,legislación,auditoría de cumplimiento sobre las normas de prevención de lavado de activos,desconocida,16.0,
2620,finanzas comercio y ventas,riesgo financiero,fundamentos de administración integral de riesgos en el sistema financiero,desconocida,8.0,
2621,administración y legislación,legislación,normas de prevención de lavado de activos y la debida diligencia,desconocida,8.0,
2622,finanzas comercio y ventas,riesgo financiero,el sistema de prevención de riesgos de lavado de activos y financiamento de delitos,desconocida,16.0,
2623,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
2624,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a2,desconocida,32.0,
2625,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
2626,educación y capacitación,idiomas,comunicación elemental en inglés - nivel a2,desconocida,40.0,
2627,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
2628,educación y capacitación,capacitación,excel avanzado y tablas dinámicas,desconocida,32.0,
2629,administración y legislación,administración general,compras públicas transparentes - reformas en materia anticorrupción,desconocida,32.0,
2630,administración y legislación,administración general,desarrollo de proyectos para emprendedores,desconocida,40.0,
2631,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
2632,educación y capacitación,capacitación,atención inicial al trauma civil,desconocida,40.0,
2633,procesos industriales,seguridad prevención de riesgos e higiene industrial,acoso laboral / mobbing laboral,desconocida,40.0,
2634,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
2635,forestal ecología y medio ambiente,gestión e impacto ambiental,economía circular,desconocida,40.0,
2636,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
2637,servicios socioculturales y a la comunidad,salud y medicina,formación elemental para auxiliares de farmacia,desconocida,40.0,
2638,administración y legislación,gestión del talento humano,asistencia en la gestión del talento humano,desconocida,16.0,
2639,electricidad y electrónica,redes eléctricas,diseño de sistemas de puesta a tierra para sistemas eléctricos,desconocida,24.0,
2640,administración y legislación,gestión del talento humano,gestión de nómina y prestaciones laborales,desconocida,24.0,
